firstname,obs,pcthispanic,pctwhite,pctblack,pctapi,pctaian,pct2prace,
BRIANA,102,6.863,91.176,0.98,0.98,0,0,
BRIANNA,104,2.885,95.192,0.962,0.962,0,0,
BRIANNE,93,1.075,98.925,0,0,0,0,
BRICE,84,0,97.619,0,2.381,0,0,
BRIDGET,779,1.412,92.94,5.006,0.642,0,0,
BRIDGETT,64,1.563,82.813,15.625,0,0,0,
BRIDGETTE,130,2.308,72.308,23.846,0.769,0.769,0,
BRIDGIT,17,0,100,0,0,0,0,
BRIEN,40,2.5,92.5,2.5,2.5,0,0,
BRIENNE,15,0,100,0,0,0,0,
BRIGETTE,37,5.405,86.486,8.108,0,0,0,
BRIGID,77,1.299,97.403,0,0,0,1.299,
BRIGIDA,32,40.625,25,3.125,28.125,0,3.125,
BRIGITTE,176,1.705,90.341,3.977,3.977,0,0,
BRIJESH,15,0,0,0,100,0,0,
BRION,34,2.941,91.176,2.941,2.941,0,0,
BRITA,15,0,100,0,0,0,0,
BRITNEY,53,1.887,92.453,5.66,0,0,0,
BRITT,99,1.01,96.97,2.02,0,0,0,
BRITTA,55,0,100,0,0,0,0,
BRITTANY,569,0.703,95.079,3.339,0.879,0,0,
BRITTNEY,144,1.389,93.056,3.472,0.694,1.389,0,
BRITTON,57,0,98.246,1.754,0,0,0,
BROCK,164,0.61,97.561,1.22,0,0,0.61,
BRODIE,17,0,100,0,0,0,0,
BRODY,22,0,100,0,0,0,0,
BRONWYN,33,0,100,0,0,0,0,
BROOK,118,0,97.458,2.542,0,0,0,
BROOKE,744,0.672,97.312,1.344,0.403,0.134,0.134,
BROOKS,151,0,99.338,0,0.662,0,0,
BRUCE,5348,0.617,95.568,2.113,1.384,0.206,0.112,
BRUNO,148,18.919,80.405,0.676,0,0,0,
BRYAN,3686,1.356,93.625,2.116,2.821,0.027,0.054,
BRYANT,187,4.278,73.262,15.508,6.952,0,0,
BRYCE,236,0.847,95.763,0.847,2.542,0,0,
BRYN,36,5.556,91.667,0,2.778,0,0,
BRYNN,30,0,100,0,0,0,0,
BRYON,160,0,93.125,5.625,0.625,0,0.625,
BRYSON,34,0,94.118,0,5.882,0,0,
BUCK,18,0,100,0,0,0,0,
BUD,32,3.125,93.75,0,3.125,0,0,
BUDDY,65,1.538,89.231,1.538,6.154,1.538,0,
BUFFY,23,0,100,0,0,0,0,
BUFORD,31,0,87.097,12.903,0,0,0,
BURKE,31,0,93.548,0,3.226,3.226,0,
BURT,70,1.429,88.571,8.571,1.429,0,0,
BURTON,150,2,90.667,4,2.667,0.667,0,
BYRON,589,6.961,77.419,11.375,4.075,0.17,0,
BYUNG,89,1.124,4.494,0,94.382,0,0,
CADE,19,0,100,0,0,0,0,
CAESAR,32,40.625,46.875,3.125,9.375,0,0,
CAITLIN,200,0,97.5,0.5,2,0,0,
CALE,22,0,100,0,0,0,0,
CALEB,235,2.128,96.17,0.426,0.851,0.426,0,
CALLIE,85,0,84.706,12.941,2.353,0,0,
CALVIN,749,0.668,58.611,25.768,14.686,0.134,0.134,
CAM,47,0,25.532,0,74.468,0,0,
CAMELIA,33,12.121,69.697,12.121,6.061,0,0,
CAMERON,553,0.542,94.937,2.532,1.627,0.362,0,
CAMI,61,0,100,0,0,0,0,
CAMIE,15,0,100,0,0,0,0,
CAMILLA,80,0,92.5,7.5,0,0,0,
CAMILLE,385,3.117,87.532,6.753,2.338,0,0.26,
CAMILO,37,59.459,21.622,0,18.919,0,0,
CAN,33,0,21.212,0,78.788,0,0,
CANDACE,802,0.748,90.773,7.107,1.122,0.249,0,
CANDELARIO,42,90.476,9.524,0,0,0,0,
CANDI,37,2.703,94.595,0,0,2.703,0,
CANDICE,537,2.607,86.778,6.145,3.724,0.186,0.559,
CANDIDA,38,60.526,28.947,5.263,5.263,0,0,
CANDIDO,34,70.588,11.765,0,17.647,0,0,
CANDIS,46,2.174,86.957,8.696,2.174,0,0,
CANDY,207,5.314,86.473,2.899,4.831,0.483,0,
CANDYCE,31,6.452,90.323,3.226,0,0,0,
CARA,473,0.634,95.56,2.326,0.846,0,0.634,
CAREN,137,0,95.62,3.65,0.73,0,0,
CAREY,356,0.281,96.348,1.685,1.685,0,0,
CARI,195,2.051,97.436,0,0.513,0,0,
CARIDAD,30,56.667,23.333,0,20,0,0,
CARIE,62,0,98.387,0,1.613,0,0,
CARIN,89,1.124,94.382,3.371,1.124,0,0,
CARINA,64,32.813,59.375,1.563,6.25,0,0,
CARISSA,121,2.479,88.43,3.306,5.785,0,0,
CARL,3475,0.978,90.331,6.935,1.41,0.115,0.23,
CARLA,1643,4.991,86.366,7.912,0.426,0.061,0.243,
CARLEE,25,0,100,0,0,0,0,
CARLEEN,75,0,93.333,4,2.667,0,0,
CARLENE,137,0.73,86.861,8.029,0.73,3.65,0,
CARLETON,33,0,90.909,6.061,0,3.03,0,
CARLEY,26,0,100,0,0,0,0,
CARLIE,32,0,100,0,0,0,0,
CARLIN,31,0,87.097,6.452,6.452,0,0,
CARLO,156,10.256,76.923,2.564,10.256,0,0,
CARLOS,2891,82.705,13.352,1.73,2.041,0.069,0.104,
CARLOTTA,56,1.786,62.5,30.357,1.786,1.786,1.786,
CARLTON,281,1.068,69.039,28.826,1.068,0,0,
CARLY,158,1.266,98.101,0,0.633,0,0,
CARLYN,26,0,100,0,0,0,0,
CARMA,28,0,100,0,0,0,0,
CARMEL,75,1.333,80,12,6.667,0,0,
CARMELA,170,15.882,77.647,1.176,4.706,0,0.588,
CARMELITA,76,13.158,27.632,9.211,48.684,0,1.316,
CARMELLA,77,6.494,87.013,5.195,1.299,0,0,
CARMELO,91,34.066,50.549,2.198,12.088,1.099,0,
CARMEN,1674,51.016,41.099,5.018,2.688,0.06,0.119,
CARMINE,118,1.695,98.305,0,0,0,0,
CAROL,9060,1.446,94.481,2.561,1.258,0.121,0.132,
CAROLA,31,12.903,77.419,3.226,6.452,0,0,
CAROLANN,44,4.545,90.909,4.545,0,0,0,
CAROLE,1281,0.546,95.16,2.576,1.405,0,0.312,
CAROLEE,53,1.887,98.113,0,0,0,0,
CAROLINA,242,64.876,23.967,1.24,9.917,0,0,
CAROLINE,1255,2.948,89.482,2.869,4.303,0.159,0.239,
CAROLYN,4692,1.364,89.429,7.928,1.066,0.043,0.171,
CAROLYNN,54,3.704,92.593,3.704,0,0,0,
CARON,66,3.03,95.455,1.515,0,0,0,
CARRI,60,0,98.333,0,0,0,1.667,
CARRIE,2385,1.048,95.22,2.264,1.216,0.126,0.126,
CARROL,37,0,83.784,16.216,0,0,0,
CARROLL,191,0.524,93.717,4.188,1.047,0.524,0,
CARSON,82,1.22,92.683,2.439,3.659,0,0,
CARTER,140,0,93.571,5.714,0.714,0,0,
CARY,423,1.418,90.78,2.128,4.965,0,0.709,
CARYL,77,1.299,90.909,3.896,2.597,1.299,0,
CARYN,274,1.095,96.715,0.73,1.095,0,0.365,
CASANDRA,44,9.091,68.182,22.727,0,0,0,
CASEY,1153,0.607,95.317,1.561,2.342,0.087,0.087,
CASIMIR,31,3.226,93.548,3.226,0,0,0,
CASSANDRA,655,2.748,75.725,20,1.527,0,0,
CASSIDY,50,2,92,2,4,0,0,
CASSIE,174,0.575,95.977,1.724,1.149,0.575,0,
CATALINA,140,65,19.286,0,14.286,0.714,0.714,
CATERINA,40,5,95,0,0,0,0,
CATHARINE,93,2.151,95.699,1.075,1.075,0,0,
CATHERINE,5852,1.555,93.319,2.341,2.563,0.154,0.068,
CATHI,50,0,100,0,0,0,0,
CATHIE,93,0,95.699,3.226,1.075,0,0,
CATHLEEN,512,1.563,97.852,0,0.391,0,0.195,
CATHRYN,177,0.565,97.175,1.13,0,0,1.13,
CATHY,1856,2.047,91.756,3.071,2.909,0.054,0.162,
CATRINA,52,3.846,73.077,19.231,3.846,0,0,
CECELIA,224,5.357,82.143,10.268,2.232,0,0,
CECIL,326,1.534,79.141,17.485,1.534,0,0.307,
CECILE,97,1.031,80.412,7.216,11.34,0,0,
CECILIA,704,37.358,48.011,2.273,12.074,0.142,0.142,
CECILIO,35,77.143,17.143,0,5.714,0,0,
CECILY,39,0,89.744,2.564,7.692,0,0,
CEDRIC,132,0,27.273,62.121,9.091,0,1.515,
CELESTE,387,5.943,83.463,5.943,4.393,0.258,0,
CELESTINO,30,60,16.667,3.333,20,0,0,
CELIA,353,40.793,51.275,2.833,4.816,0,0.283,
CELINA,75,57.333,36,2.667,4,0,0,
CELINE,49,6.122,81.633,4.082,8.163,0,0,
CELSO,61,78.689,9.836,0,11.475,0,0,
CESAR,681,83.847,7.048,0.147,8.957,0,0,
CEZARY,19,0,100,0,0,0,0,
CHAD,3153,0.444,97.716,0.793,0.825,0.19,0.032,
CHADWICK,120,0.833,98.333,0,0.833,0,0,
CHAN,67,0,10.448,0,89.552,0,0,
CHANCE,73,4.11,90.411,4.11,0,1.37,0,
CHANDA,58,0,63.793,22.414,13.793,0,0,
CHANDLER,45,2.222,88.889,6.667,2.222,0,0,
CHANDRA,194,1.031,57.216,12.371,28.866,0.515,0,
CHANG,159,0.629,1.887,0,96.855,0,0.629,
CHANH,24,0,0,0,100,0,0,
CHANNING,16,0,100,0,0,0,0,
CHANTAL,72,2.778,69.444,18.056,9.722,0,0,
CHANTEL,47,6.383,80.851,12.766,0,0,0,
CHANTELLE,46,2.174,78.261,13.043,6.522,0,0,
CHAO,75,0,2.667,0,97.333,0,0,
CHARISSA,36,5.556,86.111,2.778,5.556,0,0,
CHARISSE,50,8,70,18,4,0,0,
CHARITY,163,1.84,88.344,7.362,1.84,0.613,0,
CHARLA,73,0,89.041,5.479,2.74,2.74,0,
CHARLEEN,69,0,89.855,2.899,5.797,1.449,0,
CHARLENE,1066,1.595,86.21,9.568,2.064,0.188,0.375,
CHARLES,16262,1.23,91.379,5.547,1.494,0.16,0.191,
CHARLEY,44,4.545,68.182,15.909,11.364,0,0,
CHARLIE,366,7.104,54.372,23.224,15.027,0.273,0,
CHARLOTTE,1247,1.363,89.495,6.897,1.363,0.401,0.481,
CHARMAINE,146,2.74,58.904,27.397,8.904,1.37,0.685,
CHASE,145,2.069,92.414,1.379,2.069,1.379,0.69,
CHASITY,37,0,81.081,16.216,0,2.703,0,
CHASTITY,36,5.556,86.111,8.333,0,0,0,
CHAU,99,0,2.02,0,97.98,0,0,
CHAUNCEY,33,0,51.515,45.455,3.03,0,0,
CHEE,30,3.333,0,3.333,93.333,0,0,
CHELSEA,260,1.538,95,1.154,2.308,0,0,
CHELSEY,51,0,100,0,0,0,0,
CHEN,53,0,7.547,0,92.453,0,0,
CHENG,99,1.01,2.02,0,96.97,0,0,
CHERI,442,0.905,95.701,2.715,0.679,0,0,
CHERIE,401,2.743,93.017,2.244,1.995,0,0,
CHERISE,31,0,61.29,35.484,3.226,0,0,
CHERRI,40,0,95,2.5,2.5,0,0,
CHERRIE,34,2.941,73.529,14.706,8.824,0,0,
CHERRY,85,1.176,63.529,11.765,20,2.353,1.176,
CHERRYL,31,0,87.097,12.903,0,0,0,
CHERYL,5915,0.659,92.764,5.224,1.099,0.085,0.169,
CHERYLE,63,1.587,92.063,4.762,1.587,0,0,
CHERYLL,34,2.941,91.176,2.941,2.941,0,0,
CHESTER,406,0.739,85.714,8.867,4.187,0.493,0,
CHET,70,2.857,85.714,5.714,4.286,1.429,0,
CHETAN,40,0,17.5,0,82.5,0,0,
CHEUK,15,0,0,0,100,0,0,
CHEYENNE,32,0,81.25,9.375,0,9.375,0,
CHI,224,0,2.679,0,97.321,0,0,
CHIA,39,0,2.564,0,97.436,0,0,
CHIEN,39,0,0,0,100,0,0,
CHIH,34,0,0,0,100,0,0,
CHIN,57,1.754,1.754,0,96.491,0,0,
CHING,62,0,3.226,0,96.774,0,0,
CHINH,61,0,1.639,0,98.361,0,0,
CHIRAG,43,0,9.302,0,88.372,0,2.326,
CHITRA,31,0,12.903,0,83.871,0,3.226,
CHLOE,42,4.762,80.952,4.762,9.524,0,0,
CHONG,158,1.266,8.228,0.633,88.608,0,1.266,
CHRIS,2500,2.2,91.68,1.6,4.28,0.12,0.12,
CHRISTA,375,0.8,98.133,1.067,0,0,0,
CHRISTAL,36,0,69.444,27.778,2.778,0,0,
CHRISTEL,52,1.923,90.385,5.769,0,0,1.923,
CHRISTEN,96,0,97.917,2.083,0,0,0,
CHRISTI,259,1.544,96.525,0,1.544,0.386,0,
CHRISTIAN,1473,10.794,85.064,1.833,1.969,0.068,0.272,
CHRISTIANA,50,0,76,24,0,0,0,
CHRISTIANE,64,4.688,95.313,0,0,0,0,
CHRISTIANNE,18,0,100,0,0,0,0,
CHRISTIE,534,2.247,93.258,2.434,2.06,0,0,
CHRISTIN,88,1.136,97.727,0,1.136,0,0,
CHRISTINA,4174,6.349,88.524,1.773,2.947,0.264,0.144,
CHRISTINE,8298,1.904,93.444,1.386,3.097,0.06,0.108,
CHRISTOPH,38,0,97.368,0,2.632,0,0,
CHRISTOPHE,57,0,98.246,0,1.754,0,0,
CHRISTOPHER,20768,1.786,94.544,1.998,1.401,0.125,0.144,
CHRISTOS,62,1.613,98.387,0,0,0,0,
CHRISTY,1047,1.242,94.651,1.146,2.674,0,0.287,
CHRYSTAL,91,2.198,78.022,14.286,4.396,0,1.099,
CHU,31,0,6.452,0,93.548,0,0,
CHUAN,32,0,3.125,0,96.875,0,0,
CHUCK,115,0.87,80,0.87,17.391,0,0.87,
CHUN,152,0.658,2.632,0,96.711,0,0,
CHUNG,161,0,1.863,0.621,97.516,0,0,
CHUONG,73,0,2.74,0,97.26,0,0,
CINDA,56,5.357,85.714,5.357,3.571,0,0,
CINDEE,20,0,100,0,0,0,0,
CINDI,120,2.5,95.833,0,1.667,0,0,
CINDY,2692,3.343,89.747,0.854,5.906,0.111,0.037,
CIPRIANO,43,83.721,6.977,0,9.302,0,0,
CIRILO,30,76.667,3.333,0,20,0,0,
CIRO,31,48.387,48.387,0,3.226,0,0,
CLAIR,77,0,96.104,2.597,1.299,0,0,
CLAIRE,768,1.042,94.141,1.693,2.995,0,0.13,
CLARA,430,20.233,60.233,14.884,4.651,0,0,
CLARE,236,1.271,94.492,1.271,2.542,0,0.424,
CLARENCE,721,0.416,67.129,27.462,4.438,0.277,0.277,
CLARICE,86,2.326,74.419,13.953,8.14,1.163,0,
CLARISSA,117,16.239,64.957,11.111,6.838,0,0.855,
CLARK,388,0.773,92.784,3.093,2.577,0,0.773,
CLARKE,41,0,95.122,0,4.878,0,0,
CLAUDE,369,1.355,85.366,12.737,0.271,0.271,0,
CLAUDETTE,173,1.734,65.896,29.48,2.312,0,0.578,
CLAUDIA,1569,30.784,64.054,3.697,1.02,0.191,0.255,
CLAUDINE,102,3.922,83.333,9.804,1.961,0,0.98,
CLAUDIO,130,53.077,45.385,0.769,0.769,0,0,
CLAUS,20,0,100,0,0,0,0,
CLAY,303,0,97.03,1.32,1.32,0,0.33,
CLAYTON,595,0.336,93.613,2.689,2.689,0.336,0.336,
CLEMENT,113,2.655,57.522,21.239,18.584,0,0,
CLEMENTE,61,68.852,18.033,1.639,11.475,0,0,
CLEO,70,7.143,60,27.143,5.714,0,0,
CLEVE,20,0,100,0,0,0,0,
CLEVELAND,43,0,37.209,60.465,2.326,0,0,
CLIFF,118,0.847,84.746,5.932,8.475,0,0,
CLIFFORD,1176,0.255,90.561,5.782,3.316,0.085,0,
CLIFTON,347,0.865,74.928,20.749,2.305,0.288,0.865,
CLINT,364,1.099,94.231,1.374,2.747,0.275,0.275,
CLINTON,662,0.604,88.218,9.215,1.813,0,0.151,
CLIVE,57,1.754,75.439,19.298,3.509,0,0,
CLYDE,483,1.035,83.23,11.801,3.313,0.414,0.207,
COBY,30,0,96.667,0,0,3.333,0,
CODY,497,0.604,96.781,1.207,1.006,0.201,0.201,
COLBY,118,0,98.305,0.847,0.847,0,0,
COLE,139,0.719,94.964,3.597,0,0,0.719,
COLEEN,193,1.036,94.301,2.591,1.554,0.518,0,
COLEMAN,41,0,92.683,7.317,0,0,0,
COLETTE,254,0.394,90.945,7.48,0.787,0,0.394,
COLIN,632,0.316,94.462,3.006,2.057,0,0.158,
COLLEEN,2533,0.592,97.789,0.711,0.671,0.197,0.039,
COLLETTE,82,0,93.902,3.659,2.439,0,0,
COLLIN,131,1.527,90.84,4.58,3.053,0,0,
COLM,22,0,100,0,0,0,0,
COLT,17,0,100,0,0,0,0,
COLTON,35,0,100,0,0,0,0,
CONCEPCION,125,79.2,7.2,0,13.6,0,0,
CONCETTA,90,1.111,96.667,2.222,0,0,0,
CONNIE,2534,3.236,89.976,2.013,4.578,0.118,0.079,
CONOR,47,0,100,0,0,0,0,
CONRAD,264,5.682,78.409,8.333,6.439,0.758,0.379,
CONRADO,48,41.667,8.333,0,50,0,0,
CONSTANCE,1270,1.024,91.811,5.984,0.866,0.157,0.157,
CONSTANTIN,30,0,93.333,0,6.667,0,0,
CONSTANTINE,100,0,98,1,1,0,0,
CONSTANTINO,39,48.718,33.333,0,17.949,0,0,
CONSUELO,182,75.824,14.286,1.648,8.242,0,0,
CORA,167,4.79,62.275,24.551,6.587,0,1.796,
CORAL,51,5.882,86.275,5.882,1.961,0,0,
CORAZON,95,15.789,11.579,0,72.632,0,0,
CORBETT,16,0,100,0,0,0,0,
CORBIN,32,0,96.875,3.125,0,0,0,
CORDELIA,37,18.919,48.649,27.027,2.703,2.703,0,
CORDELL,33,0,69.697,27.273,3.03,0,0,
COREY,1087,0.46,89.42,8.188,1.288,0.276,0.368,
CORI,97,2.062,94.845,2.062,1.031,0,0,
CORIE,30,3.333,86.667,6.667,3.333,0,0,
CORINA,115,35.652,60,1.739,2.609,0,0,
CORINE,36,8.333,55.556,33.333,2.778,0,0,
CORINNA,64,10.938,85.938,1.563,1.563,0,0,
CORINNE,387,1.809,94.057,1.55,2.584,0,0,
CORNELIA,128,2.344,79.688,16.406,1.563,0,0,
CORNELIO,30,60,13.333,0,23.333,0,3.333,
CORNELIUS,137,1.46,68.613,29.197,0.73,0,0,
CORNELL,37,5.405,27.027,64.865,0,0,2.703,
CORRIE,72,4.167,94.444,0,0,0,1.389,
CORRIN,18,0,100,0,0,0,0,
CORRINE,132,5.303,87.879,5.303,1.515,0,0,
CORT,17,0,100,0,0,0,0,
CORTNEY,90,1.111,92.222,5.556,0,1.111,0,
CORY,957,0.627,94.566,2.821,1.776,0.104,0.104,
COSMO,22,0,100,0,0,0,0,
COURTENAY,18,0,100,0,0,0,0,
COURTNEY,1209,0.083,92.969,5.624,0.827,0.165,0.331,
COY,41,0,90.244,4.878,4.878,0,0,
CRAIG,5346,0.374,96.296,2.151,1.029,0.019,0.131,
CREIGHTON,34,0,85.294,0,14.706,0,0,
CRIS,47,0,89.362,0,10.638,0,0,
CRISPIN,42,42.857,30.952,4.762,21.429,0,0,
CRISTA,54,0,100,0,0,0,0,
CRISTEN,32,0,96.875,3.125,0,0,0,
CRISTI,41,7.317,92.683,0,0,0,0,
CRISTIAN,109,45.872,53.211,0,0.917,0,0,
CRISTIE,31,0,96.774,0,0,3.226,0,
CRISTIN,59,0,100,0,0,0,0,
CRISTINA,539,36.92,50.649,1.299,10.946,0,0.186,
CRISTINE,62,0,95.161,0,4.839,0,0,
CRISTOBAL,55,90.909,7.273,0,1.818,0,0,
CRISTOPHER,33,9.091,87.879,0,3.03,0,0,
CRISTY,87,1.149,94.253,0,4.598,0,0,
CRUZ,108,97.222,2.778,0,0,0,0,
CRYSTAL,1448,5.041,82.32,10.014,2.072,0.138,0.414,
CUC,16,0,0,0,100,0,0,
CUONG,170,0.588,1.176,0,97.647,0,0.588,
CURT,312,0,98.397,0.321,1.282,0,0,
CURTIS,1926,0.571,85.774,10.903,2.129,0.104,0.519,
CURTISS,43,0,86.047,13.953,0,0,0,
CYNDI,43,2.326,93.023,0,4.651,0,0,
CYNTHIA,9118,3.773,89.131,4.88,1.941,0.11,0.165,
CYRIL,68,1.471,67.647,13.235,17.647,0,0,
CYRUS,88,1.136,78.409,12.5,7.955,0,0,
DA,20,0,0,0,100,0,0,
DAGOBERTO,40,100,0,0,0,0,0,
DAI,36,0,8.333,0,91.667,0,0,
DAISY,265,36.981,29.057,10.943,22.264,0,0.755,
DALE,3068,0.489,96.415,1.858,1.043,0.098,0.098,
DALENE,21,0,100,0,0,0,0,
DALIA,62,45.161,48.387,4.839,1.613,0,0,
DALJIT,31,0,9.677,0,83.871,6.452,0,
DALLAS,210,0.476,93.81,5.238,0.476,0,0,
DALTON,56,3.571,80.357,12.5,3.571,0,0,
DAMARIS,59,72.881,20.339,1.695,1.695,1.695,1.695,
DAMIAN,221,18.1,72.851,7.24,1.81,0,0,
DAMIEN,127,3.937,82.677,9.449,3.937,0,0,
DAMION,40,2.5,62.5,32.5,2.5,0,0,
DAMON,427,2.342,79.157,14.52,3.279,0.234,0.468,
DAN,1337,1.795,87.21,1.122,9.648,0.224,0,
DANA,3064,0.751,94.941,3.427,0.685,0.098,0.098,
DANE,206,0.971,95.146,0.971,2.427,0.485,0,
DANELLE,70,5.714,90,4.286,0,0,0,
DANETTE,133,3.759,89.474,6.015,0.752,0,0,
DANG,28,0,0,0,100,0,0,
DANH,34,0,2.941,0,94.118,0,2.941,
DANI,58,8.621,84.483,0,5.172,1.724,0,
DANIA,31,64.516,32.258,3.226,0,0,0,
DANIAL,34,2.941,97.059,0,0,0,0,
DANICA,35,0,97.143,2.857,0,0,0,
DANIEL,20876,6.189,90.491,1.15,1.859,0.172,0.139,
DANIELA,190,17.895,81.053,0.526,0.526,0,0,
DANIELE,49,4.082,95.918,0,0,0,0,
DANIELLA,64,15.625,68.75,12.5,1.563,0,1.563,
DANIELLE,2076,1.927,93.064,4.383,0.385,0.241,0,
DANILO,156,22.436,11.538,0,65.385,0.641,0,
DANITA,58,0,74.138,24.138,0,1.724,0,
DANN,39,2.564,92.308,0,5.128,0,0,
DANNA,114,3.509,90.351,3.509,1.754,0.877,0,
DANNETTE,35,0,91.429,8.571,0,0,0,
DANNIE,44,2.273,88.636,9.091,0,0,0,
DANNY,1948,5.801,79.774,3.542,10.318,0.257,0.308,
DANTE,121,15.702,59.504,8.264,15.702,0,0.826,
DANUTA,79,1.266,97.468,0,1.266,0,0,
DAO,37,2.703,2.703,0,94.595,0,0,
DAPHNE,204,1.961,67.647,18.137,11.765,0,0.49,
DARA,138,1.449,88.406,5.797,4.348,0,0,
DARBY,57,0,92.982,1.754,3.509,0,1.754,
DARCI,99,2.02,95.96,0,1.01,0,1.01,
DARCIE,62,1.613,95.161,0,1.613,0,1.613,
DARCY,330,1.212,96.97,0.606,0.303,0.909,0,
DAREK,16,0,100,0,0,0,0,
DAREN,142,0,88.732,4.225,7.042,0,0,
DARIA,87,5.747,88.506,5.747,0,0,0,
DARIAN,37,5.405,72.973,21.622,0,0,0,
DARIN,559,0.358,95.707,1.431,1.789,0.179,0.537,
DARIO,101,58.416,35.644,0.99,4.95,0,0,
DARIUS,74,0,64.865,32.432,2.703,0,0,
DARIUSZ,76,2.632,97.368,0,0,0,0,
DARKO,15,0,100,0,0,0,0,
DARLA,432,1.389,96.759,1.389,0.463,0,0,
DARLEEN,55,1.818,87.273,7.273,3.636,0,0,
DARLENE,1674,2.867,86.738,8.781,1.254,0.299,0.06,
DARNELL,73,0,17.808,82.192,0,0,0,
DARON,43,2.326,86.047,9.302,2.326,0,0,
DARREL,188,0,90.957,6.915,2.128,0,0,
DARRELL,1178,1.104,87.267,9.762,1.188,0.424,0.255,
DARREN,1238,1.131,89.984,4.604,3.877,0.242,0.162,
DARRICK,52,1.923,71.154,23.077,1.923,1.923,0,
DARRIN,311,0,93.248,4.18,2.572,0,0,
DARRON,38,2.632,81.579,10.526,5.263,0,0,
DARRYL,752,0.665,69.016,26.064,3.324,0.532,0.399,
DARWIN,159,10.063,73.585,5.66,10.063,0.629,0,
DARYL,699,1.001,86.552,9.156,3.147,0.143,0,
DAT,58,0,1.724,0,98.276,0,0,
DAVE,448,2.455,82.813,5.134,8.929,0.223,0.446,
DAVID,48307,3.223,92.808,1.393,2.393,0.106,0.077,
DAVIN,34,2.941,82.353,2.941,11.765,0,0,
DAVINA,38,5.263,73.684,18.421,2.632,0,0,
DAVIS,77,2.597,70.13,11.688,15.584,0,0,
DAWN,3977,0.855,95.147,3.017,0.779,0.126,0.075,
DAWNA,66,0,96.97,3.03,0,0,0,
DAWNE,34,2.941,76.471,17.647,0,0,2.941,
DAX,32,3.125,93.75,0,3.125,0,0,
DAYLE,43,0,93.023,0,6.977,0,0,
DAYNA,125,0.8,97.6,0.8,0.8,0,0,
DE,30,3.333,23.333,13.333,60,0,0,
DEAN,2174,0.644,94.986,0.782,3.404,0.046,0.138,
DEANA,240,2.083,93.75,3.333,0.833,0,0,
DEANE,43,0,97.674,2.326,0,0,0,
DEANN,131,3.817,94.656,1.527,0,0,0,
DEANNA,1380,2.246,91.957,3.623,1.667,0.29,0.217,
DEANNE,258,0.388,96.899,0.388,1.938,0.388,0,
DEBBI,41,2.439,97.561,0,0,0,0,
DEBBIE,1366,4.173,87.408,4.539,3.294,0.366,0.22,
DEBBY,73,1.37,94.521,0,4.11,0,0,
DEBI,56,1.786,96.429,0,1.786,0,0,
DEBORA,461,2.603,91.323,4.989,0.651,0,0.434,
DEBORAH,10652,1.493,93.945,3.652,0.676,0.094,0.141,
DEBRA,7369,1.601,94.26,3.65,0.38,0.095,0.014,
DEBRAH,35,0,97.143,2.857,0,0,0,
DECLAN,20,0,100,0,0,0,0,
DEDRA,34,2.941,73.529,23.529,0,0,0,
DEE,227,3.524,89.868,2.203,3.524,0.441,0.441,
DEEANN,52,1.923,98.077,0,0,0,0,
DEENA,182,0.549,91.758,4.396,3.297,0,0,
DEEPA,57,0,10.526,0,85.965,1.754,1.754,
DEEPAK,142,0.704,16.901,0,79.577,2.817,0,
DEIDRA,75,1.333,68,30.667,0,0,0,
DEIDRE,168,1.786,77.381,17.857,1.19,0.595,1.19,
DEIRDRE,217,0.461,93.088,6.452,0,0,0,
DEL,62,1.613,90.323,6.452,1.613,0,0,
DELAINE,20,0,100,0,0,0,0,
DELANA,30,0,93.333,6.667,0,0,0,
DELBERT,194,1.546,92.268,5.155,1.031,0,0,
DELFINA,41,78.049,14.634,0,7.317,0,0,
DELFINO,35,88.571,8.571,0,2.857,0,0,
DELIA,296,55.405,31.081,3.041,10.135,0,0.338,
DELILAH,34,20.588,44.118,26.471,5.882,2.941,0,
DELL,37,0,91.892,5.405,2.703,0,0,
DELLA,146,4.11,78.767,15.068,1.37,0,0.685,
DELMA,36,30.556,61.111,0,8.333,0,0,
DELMAR,44,2.273,90.909,2.273,4.545,0,0,
DELORES,474,2.743,68.776,27.004,0,0.844,0.633,
DELORIS,87,0,56.322,43.678,0,0,0,
DELPHINE,42,2.381,59.524,35.714,2.381,0,0,
DELYNN,16,0,100,0,0,0,0,
DEMETRIA,41,17.073,36.585,41.463,4.878,0,0,
DEMETRIO,42,80.952,4.762,0,14.286,0,0,
DEMETRIOS,49,0,100,0,0,0,0,
DEMETRIUS,50,8,22,70,0,0,0,
DENA,385,1.558,93.766,3.377,1.039,0.26,0,
DENEEN,41,2.439,78.049,19.512,0,0,0,
DENICE,124,7.258,87.903,3.226,0.806,0,0.806,
DENIS,389,3.856,91.003,2.057,2.828,0.257,0,
DENISE,5190,3.006,90.212,5.414,1.137,0.077,0.154,
DENNIS,7681,1.51,93.49,1.927,2.838,0.117,0.117,
DENNY,123,4.065,80.488,0,14.634,0,0.813,
DENTON,34,0,94.118,2.941,2.941,0,0,
DENVER,48,4.167,83.333,10.417,0,0,2.083,
DEON,49,0,55.102,44.898,0,0,0,
DEREK,1911,0.785,90.424,4.082,4.396,0.209,0.105,
DERIC,33,3.03,78.788,9.091,9.091,0,0,
DERICK,71,1.408,74.648,21.127,1.408,1.408,0,
